age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
39,Privy-small-business,College-1yr+,Divorced,Machine-op-inspct,Not-in-family,Male,USA,"[0, 12.5K]"
33,Local-gov,12th,Dating,Machine-op-inspct,Not-in-family,Male,USA,"[0, 12.5K]"
28,Privy-corporate,Bachelors,Dating,Adm-clerical,Not-in-family,Female,USA,"(25K, 37.5K]"
38,Privy-corporate,HS-grad,Divorced,Other-service,Not-in-family,Female,USA,"(37.5K, 50K]"
53,Federal-gov,College-1yr+,Divorced,Adm-clerical,Not-in-family,Female,USA,"(12.5K, 25K]"
44,Self-emp-not-inc,12th,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(50K, 62.5K]"
32,Local-gov,HS-grad,Middle-aged,Transport-moving,Not-in-family,Male,USA,"(25K, 37.5K]"
58,Privy-corporate,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(75K, 87.5K]"
28,Privy-small-business,HS-grad,Divorced,Exec-managerial,In-family,Male,USA,"(25K, 37.5K]"
33,Local-gov,Masters,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(62.5K, 75K]"
33,Privy-corporate,Assoc-voc,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(75K, 87.5K]"
51,Privy-small-business,HS-grad,Divorced,Other-service,Not-in-family,Female,USA,"(25K, 37.5K]"
51,Privy-corporate,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,USA,"(12.5K, 25K]"
39,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(25K, 37.5K]"
32,Privy-small-business,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(12.5K, 25K]"
45,Privy-corporate,Bachelors,Divorced,Adm-clerical,Unmarried,Female,USA,"(37.5K, 50K]"
19,Privy-corporate,College-<1yr,Dating,Adm-clerical,In-family,Male,USA,"(12.5K, 25K]"
21,Privy-corporate,HS-grad,Middle-aged,Other-service,In-family,Male,Mexico,"(37.5K, 50K]"
76,Privy-corporate,HS-grad,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(25K, 37.5K]"
46,Local-gov,College-<1yr,Married-civ-spouse,Other-service,In-family,Male,USA,"[0, 12.5K]"
27,Privy-corporate,College-1yr+,Dating,Adm-clerical,Not-in-family,Female,USA,"(12.5K, 25K]"
51,Privy-small-business,HS-grad,Separated,Craft-repair,Not-in-family,Male,USA,"(25K, 37.5K]"
19,Privy-corporate,HS-grad,Middle-aged,Adm-clerical,In-family,Female,USA,"(25K, 37.5K]"
30,State-gov,Assoc-voc,Dating,Prof-specialty,Not-in-family,Female,USA,"(25K, 37.5K]"
46,Privy-corporate,HS-grad,Married-civ-spouse,Adm-clerical,In-family,Female,USA,"(62.5K, 75K]"
68,Privy-small-business,College-1yr+,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(12.5K, 25K]"
36,Privy-corporate,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"above 87.5k"
71,Privy-corporate,HS-grad,Widowed,Priv-house-serv,Unmarried,Female,USA,"(12.5K, 25K]"
32,Privy-corporate,College-1yr+,Dating,Farming-fishing,In-family,Male,USA,"(12.5K, 25K]"
43,Privy-corporate,HS-grad,Separated,Adm-clerical,Unmarried,Female,USA,"(25K, 37.5K]"
33,Privy-corporate,HS-grad,Separated,Craft-repair,Not-in-family,Male,USA,"(37.5K, 50K]"
24,Local-gov,College-1yr+,Young-adult,Protective-serv,Not-in-family,Male,USA,"(25K, 37.5K]"
38,Privy-small-business,Assoc-voc,Divorced,Other-service,Unmarried,Female,USA,"[0, 12.5K]"
76,Privy-small-business,College-1yr+,Widowed,Sales,Not-in-family,Female,USA,"[0, 12.5K]"
35,Self-emp-not-inc,HS-grad,Engaged,Other-service,Unmarried,Female,Canada,"[0, 12.5K]"
23,Privy-small-business,Bachelors,Engaged,Sales,In-family,Male,USA,"(25K, 37.5K]"
46,Local-gov,College-<1yr,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"[0, 12.5K]"
44,Self-emp-inc,College-<1yr,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(50K, 62.5K]"
30,Privy-small-business,HS-grad,Married-civ-spouse,Other-service,Other-relative,Female,USA,"[0, 12.5K]"
51,Privy-corporate,HS-grad,Divorced,Other-service,Unmarried,Female,USA,"[0, 12.5K]"
18,Self-emp-not-inc,11th,Engaged,Farming-fishing,In-family,Male,USA,"(37.5K, 50K]"
23,Privy-small-business,10th,Engaged,Craft-repair,In-family,Male,USA,"(37.5K, 50K]"
53,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(50K, 62.5K]"
25,Privy-corporate,College-<1yr,Dating,Adm-clerical,Other-relative,Female,USA,"(37.5K, 50K]"
44,Privy-corporate,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"above 87.5k"
49,Privy-small-business,Masters,Married-civ-spouse,Sales,In-family,Male,USA,"(75K, 87.5K]"
28,Privy-corporate,HS-grad,Separated,Other-service,Unmarried,Male,Caribbean,"(37.5K, 50K]"
58,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,In-family,Male,USA,"(50K, 62.5K]"
36,Privy-corporate,HS-grad,Divorced,Adm-clerical,Unmarried,Female,USA,"(12.5K, 25K]"
32,Privy-small-business,HS-grad,Young-adult,Craft-repair,Not-in-family,Male,USA,"(75K, 87.5K]"
26,Privy-small-business,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Female,USA,"(75K, 87.5K]"
25,Privy-corporate,HS-grad,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"(37.5K, 50K]"
19,Privy-corporate,10th,Middle-aged,Other-service,Other-relative,Female,USA,"[0, 12.5K]"
39,Privy-corporate,HS-grad,Married-civ-spouse,Other-service,In-family,Female,Caribbean,"(50K, 62.5K]"
44,Privy-small-business,HS-grad,Dating,Adm-clerical,In-family,Female,USA,"(37.5K, 50K]"
32,Privy-small-business,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(37.5K, 50K]"
57,Privy-corporate,HS-grad,Separated,Sales,Unmarried,Female,USA,"(37.5K, 50K]"
64,Privy-corporate,9th,Married-civ-spouse,Other-service,In-family,Female,USA,"[0, 12.5K]"
46,Local-gov,Masters,Engaged,Prof-specialty,Not-in-family,Female,USA,"above 87.5k"
37,Privy-small-business,Bachelors,Young-adult,Adm-clerical,In-family,Female,USA,"(12.5K, 25K]"
22,Privy-small-business,Assoc-voc,Engaged,Sales,In-family,Female,USA,"(12.5K, 25K]"
30,Privy-small-business,10th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(12.5K, 25K]"
33,Local-gov,Bachelors,Dating,Prof-specialty,Not-in-family,Female,USA,"(12.5K, 25K]"
32,Privy-small-business,HS-grad,Young-adult,Sales,Not-in-family,Male,USA,"(25K, 37.5K]"
23,Self-emp-not-inc,HS-grad,Dating,Handlers-cleaners,In-family,Female,USA,"(25K, 37.5K]"
40,Local-gov,HS-grad,Dating,Adm-clerical,Other-relative,Female,USA,"(37.5K, 50K]"
21,Privy-corporate,HS-grad,Dating,Other-service,In-family,Male,Philippines,"(25K, 37.5K]"
48,Privy-corporate,Masters,Dating,Machine-op-inspct,Not-in-family,Male,USA,"(37.5K, 50K]"
41,Privy-small-business,Bachelors,Divorced,Machine-op-inspct,Not-in-family,Male,USA,"[0, 12.5K]"
37,Privy-small-business,10th,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"(37.5K, 50K]"
30,Local-gov,Masters,Engaged,Prof-specialty,Not-in-family,Female,USA,"[0, 12.5K]"
49,Privy-corporate,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Female,USA,"(75K, 87.5K]"
38,State-gov,College-1yr+,Divorced,Exec-managerial,Unmarried,Female,USA,"(37.5K, 50K]"
44,Privy-corporate,5th-6th,Married-civ-spouse,Machine-op-inspct,In-family,Male,Mexico,"[0, 12.5K]"
62,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"(50K, 62.5K]"
47,Privy-corporate,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Female,Northern-South-America,"[0, 12.5K]"
35,Privy-small-business,Assoc-voc,Divorced,Craft-repair,Not-in-family,Male,USA,"[0, 12.5K]"
44,State-gov,Bachelors,Middle-aged,Farming-fishing,Not-in-family,Male,USA,"(12.5K, 25K]"
30,State-gov,Bachelors,Dating,Exec-managerial,In-family,Female,USA,"[0, 12.5K]"
28,Self-emp-not-inc,HS-grad,Dating,Craft-repair,In-family,Male,USA,"(12.5K, 25K]"
57,Privy-small-business,HS-grad,Married-civ-spouse,Other-service,In-family,Female,USA,"(12.5K, 25K]"
26,State-gov,Bachelors,Middle-aged,Exec-managerial,Not-in-family,Male,USA,"(25K, 37.5K]"
38,Privy-small-business,Assoc-voc,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"(62.5K, 75K]"
44,Self-emp-not-inc,College-1yr+,Divorced,Machine-op-inspct,Not-in-family,Male,USA,"(37.5K, 50K]"
35,Privy-corporate,7th-8th,Married-civ-spouse,Sales,In-family,Male,USA,"[0, 12.5K]"
40,State-gov,Masters,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(37.5K, 50K]"
50,Self-emp-not-inc,College-<1yr,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"[0, 12.5K]"
37,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"above 87.5k"
26,Privy-corporate,Bachelors,Married-civ-spouse,Tech-support,In-family,Female,USA,"[0, 12.5K]"
64,Privy-small-business,College-<1yr,Dating,Tech-support,Not-in-family,Male,USA,"above 87.5k"
30,Privy-corporate,Pre-Kindergarten,Married-spouse-absent,Handlers-cleaners,Unmarried,Male,Mexico,"(37.5K, 50K]"
29,Privy-small-business,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
28,Privy-small-business,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(50K, 62.5K]"
28,Privy-corporate,College-<1yr,Engaged,Prof-specialty,Not-in-family,Male,USA,"(12.5K, 25K]"
33,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,Philippines,"(37.5K, 50K]"
24,Privy-corporate,HS-grad,Engaged,Handlers-cleaners,Not-in-family,Female,USA,"(12.5K, 25K]"
26,State-gov,HS-grad,Divorced,Transport-moving,Unmarried,Male,USA,"[0, 12.5K]"
77,Self-emp-not-inc,Bachelors,Widowed,Prof-specialty,Not-in-family,Female,USA,"(12.5K, 25K]"
25,Federal-gov,College-<1yr,Middle-aged,Exec-managerial,In-family,Male,USA,"(12.5K, 25K]"
53,Privy-small-business,12th,Married-civ-spouse,Handlers-cleaners,Other-relative,Male,USA,"(12.5K, 25K]"
38,Privy-small-business,11th,Divorced,Adm-clerical,Not-in-family,Female,USA,"(37.5K, 50K]"
30,Privy-corporate,Masters,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(75K, 87.5K]"
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,Portugal,"(37.5K, 50K]"
51,Self-emp-not-inc,Doctorate,Divorced,Sales,Not-in-family,Male,USA,"above 87.5k"
49,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"(75K, 87.5K]"
51,Privy-small-business,College-<1yr,Divorced,Prof-specialty,Unmarried,Female,USA,"[0, 12.5K]"
47,Self-emp-not-inc,HS-grad,Dating,Other-service,Not-in-family,Female,USA,"(12.5K, 25K]"
36,Privy-corporate,9th,Engaged,Farming-fishing,Unmarried,Female,USA,"(25K, 37.5K]"
62,Privy-corporate,1st-4th,Married-civ-spouse,Priv-house-serv,In-family,Female,USA,"(12.5K, 25K]"
40,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,Female,USA,"(37.5K, 50K]"
30,Federal-gov,College-1yr+,Middle-aged,Adm-clerical,Unmarried,Female,USA,"(12.5K, 25K]"
39,Privy-small-business,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(25K, 37.5K]"
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"[0, 12.5K]"
28,Local-gov,HS-grad,Dating,Protective-serv,Not-in-family,Male,USA,"[0, 12.5K]"
23,Privy-small-business,Bachelors,Engaged,Sales,Not-in-family,Female,USA,"(12.5K, 25K]"
57,Privy-corporate,Bachelors,Separated,Exec-managerial,Unmarried,Female,USA,"(37.5K, 50K]"
33,Privy-corporate,5th-6th,Young-adult,Machine-op-inspct,Other-relative,Male,Guatemala,"(25K, 37.5K]"
58,Privy-small-business,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(25K, 37.5K]"
46,Self-emp-not-inc,College-<1yr,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
23,Privy-small-business,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(25K, 37.5K]"
32,Privy-small-business,Bachelors,Middle-aged,Sales,Other-relative,Male,USA,"[0, 12.5K]"
43,Privy-corporate,Bachelors,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(37.5K, 50K]"
34,Privy-corporate,10th,Separated,Exec-managerial,Unmarried,Female,USA,"(25K, 37.5K]"
23,Privy-corporate,College-<1yr,Dating,Sales,In-family,Male,USA,"(12.5K, 25K]"
38,Privy-corporate,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Female,USA,"(62.5K, 75K]"
59,Privy-corporate,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(75K, 87.5K]"
22,Privy-small-business,11th,Young-adult,Craft-repair,Unmarried,Male,El-Salvador,"(37.5K, 50K]"
50,State-gov,Masters,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(75K, 87.5K]"
44,Privy-corporate,Bachelors,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"above 87.5k"
56,State-gov,College-1yr+,Divorced,Adm-clerical,Not-in-family,Female,USA,"(37.5K, 50K]"
36,Privy-corporate,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Male,USA,"(37.5K, 50K]"
20,Privy-corporate,HS-grad,Young-adult,Handlers-cleaners,Other-relative,Male,USA,"(12.5K, 25K]"
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,In-family,Male,USA,"[0, 12.5K]"
29,Privy-small-business,HS-grad,Separated,Sales,Not-in-family,Male,USA,"(25K, 37.5K]"
32,State-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(25K, 37.5K]"
36,Privy-corporate,College-<1yr,Divorced,Exec-managerial,Unmarried,Female,USA,"(37.5K, 50K]"
19,State-gov,Assoc-acdm,Engaged,Adm-clerical,In-family,Female,USA,"(25K, 37.5K]"
37,State-gov,HS-grad,Divorced,Other-service,Unmarried,Female,USA,"(37.5K, 50K]"
22,Privy-corporate,Bachelors,Young-adult,Exec-managerial,In-family,Female,USA,"(25K, 37.5K]"
42,Privy-small-business,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"above 87.5k"
22,Privy-small-business,College-<1yr,Young-adult,Adm-clerical,In-family,Male,USA,"[0, 12.5K]"
35,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(50K, 62.5K]"
21,Privy-small-business,College-<1yr,Middle-aged,Other-service,In-family,Female,USA,"(37.5K, 50K]"
43,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(62.5K, 75K]"
18,Privy-small-business,11th,Young-adult,Other-service,In-family,Male,USA,"(37.5K, 50K]"
28,Privy-small-business,11th,Dating,Other-service,Not-in-family,Male,USA,"(12.5K, 25K]"
32,Privy-corporate,Doctorate,Middle-aged,Prof-specialty,Not-in-family,Male,USA,"[0, 12.5K]"
49,Local-gov,11th,Divorced,Other-service,In-family,Female,USA,"(25K, 37.5K]"
38,Local-gov,College-1yr+,Married-civ-spouse,Adm-clerical,In-family,Female,USA,"(25K, 37.5K]"
21,Privy-corporate,HS-grad,Middle-aged,Machine-op-inspct,In-family,Male,USA,"(12.5K, 25K]"
22,Privy-small-business,10th,Middle-aged,Sales,In-family,Male,USA,"[0, 12.5K]"
34,Local-gov,Masters,Married-civ-spouse,Prof-specialty,In-family,Female,USA,"(75K, 87.5K]"
32,Privy-small-business,College-<1yr,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(12.5K, 25K]"
33,Privy-small-business,College-1yr+,Married-civ-spouse,Tech-support,In-family,Male,USA,"(25K, 37.5K]"
41,Privy-small-business,College-<1yr,Divorced,Sales,Not-in-family,Male,USA,"(37.5K, 50K]"
38,Privy-small-business,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(12.5K, 25K]"
58,State-gov,Bachelors,Widowed,Tech-support,Unmarried,Female,USA,"(75K, 87.5K]"
44,Privy-small-business,College-1yr+,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(12.5K, 25K]"
61,Privy-corporate,Bachelors,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(62.5K, 75K]"
35,Privy-small-business,College-1yr+,Dating,Tech-support,Other-relative,Female,USA,"(37.5K, 50K]"
36,Privy-corporate,HS-grad,Married-civ-spouse,Sales,In-family,Male,USA,"(37.5K, 50K]"
44,Privy-small-business,College-<1yr,Married-spouse-absent,Adm-clerical,Unmarried,Female,USA,"[0, 12.5K]"
35,Privy-small-business,HS-grad,Divorced,Craft-repair,Not-in-family,Male,USA,"(12.5K, 25K]"
43,Privy-corporate,Bachelors,Divorced,Prof-specialty,Not-in-family,Female,USA,"(37.5K, 50K]"
51,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(75K, 87.5K]"
23,Privy-corporate,HS-grad,Young-adult,Farming-fishing,Not-in-family,Male,USA,"[0, 12.5K]"
59,Privy-small-business,HS-grad,Married-civ-spouse,Other-service,In-family,Male,USA,"[0, 12.5K]"
18,Privy-small-business,HS-grad,Dating,Other-service,In-family,Female,Mexico,"(12.5K, 25K]"
23,Privy-corporate,College-<1yr,Engaged,Machine-op-inspct,In-family,Female,Germany,"(25K, 37.5K]"
24,Privy-small-business,HS-grad,Young-adult,Tech-support,Unmarried,Female,USA,"(37.5K, 50K]"
57,Privy-corporate,10th,Divorced,Craft-repair,Unmarried,Male,USA,"[0, 12.5K]"
28,Privy-small-business,College-1yr+,Engaged,Exec-managerial,Not-in-family,Male,USA,"(25K, 37.5K]"
59,Privy-small-business,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(50K, 62.5K]"
39,Privy-corporate,HS-grad,Dating,Adm-clerical,Not-in-family,Male,USA,"(37.5K, 50K]"
26,Privy-corporate,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(25K, 37.5K]"
17,Privy-small-business,11th,Engaged,Sales,In-family,Female,USA,"(25K, 37.5K]"
45,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"above 87.5k"
64,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,In-family,Female,USA,"[0, 12.5K]"
55,Privy-corporate,Masters,Young-adult,Prof-specialty,Not-in-family,Female,USA,"(37.5K, 50K]"
47,Privy-corporate,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
43,Privy-corporate,College-<1yr,Married-civ-spouse,Handlers-cleaners,In-family,Male,Vietnam,"(12.5K, 25K]"
46,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,Female,USA,"(25K, 37.5K]"
54,Privy-small-business,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"above 87.5k"
26,Privy-small-business,Bachelors,Engaged,Prof-specialty,Not-in-family,Male,Vietnam,"(37.5K, 50K]"
28,State-gov,Bachelors,Middle-aged,Prof-specialty,Not-in-family,Female,USA,"(25K, 37.5K]"
57,Privy-corporate,Assoc-voc,Divorced,Adm-clerical,Unmarried,Female,USA,"(25K, 37.5K]"
35,Privy-corporate,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(25K, 37.5K]"
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,Germany,"[0, 12.5K]"
48,Privy-small-business,College-<1yr,Divorced,Exec-managerial,Not-in-family,Female,USA,"[0, 12.5K]"
30,Self-emp-not-inc,Bachelors,Divorced,Sales,Not-in-family,Male,USA,"(50K, 62.5K]"
70,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"(37.5K, 50K]"
30,Local-gov,9th,Divorced,Farming-fishing,Unmarried,Female,Mexico,"(12.5K, 25K]"
34,Privy-corporate,HS-grad,Middle-aged,Exec-managerial,Not-in-family,Female,USA,"(12.5K, 25K]"
26,Privy-small-business,Bachelors,Middle-aged,Exec-managerial,Not-in-family,Female,USA,"(12.5K, 25K]"
41,Self-emp-not-inc,12th,Divorced,Craft-repair,Unmarried,Male,USA,"(12.5K, 25K]"
19,Privy-corporate,College-<1yr,Young-adult,Handlers-cleaners,Not-in-family,Male,USA,"(37.5K, 50K]"
59,Privy-small-business,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(37.5K, 50K]"
30,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,Germany,"(62.5K, 75K]"
52,Privy-corporate,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(25K, 37.5K]"
43,Privy-corporate,Bachelors,Divorced,Sales,Unmarried,Female,USA,"(37.5K, 50K]"
51,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(75K, 87.5K]"
31,Privy-small-business,College-1yr+,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"[0, 12.5K]"
19,Privy-corporate,HS-grad,Engaged,Craft-repair,In-family,Female,USA,"(12.5K, 25K]"
29,Privy-corporate,Assoc-voc,Dating,Adm-clerical,Not-in-family,Male,USA,"(25K, 37.5K]"
40,Privy-corporate,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
40,Privy-corporate,Assoc-voc,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(25K, 37.5K]"
45,Privy-small-business,11th,Middle-aged,Craft-repair,Not-in-family,Male,Caribbean,"(37.5K, 50K]"
58,State-gov,HS-grad,Engaged,Adm-clerical,Not-in-family,Male,USA,"(37.5K, 50K]"
28,Local-gov,Masters,Middle-aged,Prof-specialty,Not-in-family,Female,USA,"(25K, 37.5K]"
43,Local-gov,Bachelors,Dating,Prof-specialty,Not-in-family,Female,USA,"above 87.5k"
40,State-gov,Bachelors,Middle-aged,Exec-managerial,In-family,Female,USA,"(37.5K, 50K]"
55,Privy-small-business,College-<1yr,Divorced,Tech-support,Unmarried,Female,USA,"(12.5K, 25K]"
18,Privy-corporate,HS-grad,Dating,Sales,In-family,Female,USA,"[0, 12.5K]"
36,Privy-small-business,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(75K, 87.5K]"
21,Privy-small-business,HS-grad,Engaged,Sales,In-family,Female,USA,"(37.5K, 50K]"
45,Privy-small-business,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(62.5K, 75K]"
53,Privy-small-business,Bachelors,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"[0, 12.5K]"
33,Privy-small-business,HS-grad,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(12.5K, 25K]"
35,Self-emp-not-inc,College-1yr+,Divorced,Other-service,Unmarried,Female,USA,"[0, 12.5K]"
35,Privy-corporate,HS-grad,Young-adult,Sales,In-family,Female,USA,"(37.5K, 50K]"
41,Privy-corporate,HS-grad,Separated,Adm-clerical,Unmarried,Female,USA,"[0, 12.5K]"
44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"(62.5K, 75K]"
61,Privy-small-business,HS-grad,Divorced,Sales,Not-in-family,Male,USA,"(25K, 37.5K]"
18,Privy-corporate,College-1yr+,Middle-aged,Other-service,In-family,Female,USA,"[0, 12.5K]"
42,State-gov,Bachelors,Middle-aged,Exec-managerial,Not-in-family,Female,USA,"(25K, 37.5K]"
28,Privy-small-business,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,USA,"(12.5K, 25K]"
53,Privy-corporate,HS-grad,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"(50K, 62.5K]"
51,Privy-corporate,HS-grad,Divorced,Adm-clerical,Unmarried,Female,USA,"(25K, 37.5K]"
32,Privy-corporate,Bachelors,Dating,Prof-specialty,Not-in-family,Female,USA,"[0, 12.5K]"
35,Privy-corporate,HS-grad,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"[0, 12.5K]"
44,Privy-corporate,Bachelors,Divorced,Machine-op-inspct,Unmarried,Female,USA,"(25K, 37.5K]"
38,State-gov,Bachelors,Middle-aged,Prof-specialty,Not-in-family,Female,USA,"[0, 12.5K]"
28,State-gov,Bachelors,Married-civ-spouse,Protective-serv,In-family,Male,USA,"(75K, 87.5K]"
36,Privy-small-business,HS-grad,Engaged,Machine-op-inspct,Other-relative,Female,USA,"[0, 12.5K]"
40,State-gov,Bachelors,Divorced,Adm-clerical,Other-relative,Female,USA,"(37.5K, 50K]"
37,Privy-small-business,Assoc-voc,Divorced,Sales,Not-in-family,Female,USA,"[0, 12.5K]"
18,Privy-corporate,11th,Middle-aged,Other-service,In-family,Female,USA,"(25K, 37.5K]"
51,Privy-small-business,College-1yr+,Divorced,Sales,Unmarried,Female,USA,"(12.5K, 25K]"
42,Privy-small-business,College-<1yr,Young-adult,Sales,Not-in-family,Male,USA,"(50K, 62.5K]"
41,Privy-corporate,Assoc-voc,Divorced,Adm-clerical,In-family,Female,Caribbean,"(12.5K, 25K]"
32,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(75K, 87.5K]"
24,Privy-small-business,College-1yr+,Engaged,Machine-op-inspct,In-family,Male,USA,"[0, 12.5K]"
63,Privy-corporate,10th,Widowed,Machine-op-inspct,Not-in-family,Female,USA,"(12.5K, 25K]"
67,Self-emp-inc,College-<1yr,Married-civ-spouse,Sales,In-family,Male,USA,"(75K, 87.5K]"
36,Privy-small-business,HS-grad,Divorced,Prof-specialty,Unmarried,Female,USA,"(12.5K, 25K]"
52,Privy-small-business,12th,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(75K, 87.5K]"
32,Privy-small-business,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(50K, 62.5K]"
38,Privy-corporate,College-<1yr,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(12.5K, 25K]"
33,Privy-small-business,Bachelors,Young-adult,Prof-specialty,Not-in-family,Male,India,"(37.5K, 50K]"
50,Privy-small-business,HS-grad,Divorced,Sales,Unmarried,Female,USA,"(25K, 37.5K]"
55,Privy-small-business,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,USA,"(25K, 37.5K]"
30,Privy-corporate,HS-grad,Divorced,Craft-repair,Not-in-family,Female,USA,"(25K, 37.5K]"
40,Self-emp-not-inc,5th-6th,Married-civ-spouse,Craft-repair,In-family,Male,Guatemala,"(12.5K, 25K]"
36,Privy-small-business,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(50K, 62.5K]"
50,Privy-corporate,1st-4th,Married-spouse-absent,Other-service,Not-in-family,Male,Mexico,"(37.5K, 50K]"
45,Privy-small-business,Bachelors,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(50K, 62.5K]"
22,Privy-small-business,HS-grad,Married-civ-spouse,Priv-house-serv,In-family,Female,USA,"(12.5K, 25K]"
